id,keywords
121,"[{'id':603,'name':'elves'},{'id':604,'name':'dwarf'},{'id':606,'name':'orcs'},{'id':609,'name':'middle-earth (tolkien)'},{'id':611,'name':'hobbit'},{'id':818,'name':'based on novel or book'},{'id':1653,'name':'explosive'},{'id':1964,'name':'cave'},{'id':3720,'name':'power'},{'id':4268,'name':'fort'},{'id':6092,'name':'army'},{'id':6782,'name':'addiction'},{'id':10364,'name':'mission'},{'id':10563,'name':'attack'},{'id':33788,'name':'guide'},{'id':156761,'name':'split personality'},{'id':177912,'name':'wizard'},{'id':189093,'name':'ring'},{'id':234213,'name':'sword and sorcery'}]"
25838,"[{'id':1956,'name':'world war ii'},{'id':11133,'name':'japanese occupation'}]"
1429,"[{'id':378,'name':'prison'},{'id':818,'name':'based on novel or book'},{'id':1448,'name':'distrust'},{'id':1563,'name':'prisoner'},{'id':1566,'name':'dream'},{'id':1647,'name':'sadness'},{'id':2231,'name':'drug dealer'},{'id':2334,'name':'nightclub'},{'id':2340,'name':'paranoia'},{'id':2355,'name':'american dream'},{'id':3230,'name':'male friendship'},{'id':4232,'name':'melancholy'},{'id':5490,'name':'girlfriend'},{'id':6054,'name':'friendship'},{'id':8045,'name':'russian mafia'},{'id':9887,'name':'surrealism'},{'id':10085,'name':'betrayal'},{'id':10180,'name':'homosexuality'},{'id':14512,'name':'new york city'},{'id':33476,'name':'widower'},{'id':159716,'name':'statue of liberty'},{'id':179430,'name':'aftercreditsstinger'}]"
13435,"[{'id':4410,'name':'u.s. navy'},{'id':5565,'name':'biography'}]"
3131,"[{'id':657,'name':'fire'},{'id':1857,'name':'irish-american'},{'id':2356,'name':'immigrant'},{'id':2987,'name':'gang war'},{'id':3430,'name':'pickpocket'},{'id':3799,'name':'ship'},{'id':3882,'name':'gang of thieves'},{'id':4452,'name':'butcher'},{'id':4931,'name':'pig'},{'id':6092,'name':'army'},{'id':10084,'name':'rescue'},{'id':10726,'name':'gang'},{'id':207928,'name':'19th century'}]"
2642,"[{'id':242,'name':'new york'},{'id':9799,'name':'romantic comedy'},{'id':10909,'name':'lawyer'},{'id':12547,'name':'billionaire'},{'id':196407,'name':'environmental law'}]"
11022,"[{'id':516,'name':'child abuse'},{'id':796,'name':'police brutality'},{'id':1568,'name':'undercover'},{'id':4927,'name':'assertion'},{'id':5340,'name':'investigation'},{'id':9665,'name':'cover-up'},{'id':9826,'name':'murder'},{'id':9849,'name':'beating'},{'id':11730,'name':'internal affairs'},{'id':14819,'name':'violence'},{'id':18021,'name':'detroit'},{'id':18179,'name':'drug addict'},{'id':41352,'name':'drug overdose'},{'id':155799,'name':'narcotics cop'},{'id':193309,'name':'police shootout'},{'id':207268,'name':'neo-noir'}]"
9491,"[{'id':1523,'name':'obsession'},{'id':2660,'name':'strong woman'},{'id':5636,'name':'wall street'},{'id':6110,'name':'weapon'},{'id':6844,'name':'stalker'},{'id':9758,'name':'deception'},{'id':10303,'name':'domestic abuse'},{'id':11322,'name':'female protagonist'},{'id':14512,'name':'new york city'},{'id':155531,'name':'policewoman'},{'id':155716,'name':'rookie cop'},{'id':157701,'name':'psychotic'},{'id':161714,'name':'disbelief'},{'id':187056,'name':'woman director'},{'id':252921,'name':'commodities trader'}]"
2149,"[{'id':572,'name':'sex'},{'id':1326,'name':'infidelity'},{'id':1664,'name':'eroticism'},{'id':3182,'name':'seduction'},{'id':9826,'name':'murder'},{'id':14964,'name':'drugs'},{'id':207268,'name':'neo-noir'}]"
20139,"[{'id':9833,'name':'lesbian relationship'},{'id':10181,'name':'based on play or musical'},{'id':10508,'name':'teacher'},{'id':12999,'name':'black and white'},{'id':158718,'name':'lgbt'},{'id':189868,'name':'rumor'},{'id':197104,'name':'all girls school'},{'id':223382,'name':'libel suit'},{'id':225851,'name':'false accusation'}]"
19067,"[{'id':3560,'name':'cossack'},{'id':5330,'name':'fencing'},{'id':11104,'name':'russian front'},{'id':33384,'name':'napoleonic wars'},{'id':156866,'name':'based on short story'},{'id':168418,'name':'pistol duel'},{'id':175245,'name':'sword duel'},{'id':207928,'name':'19th century'},{'id':221549,'name':'waterloo'},{'id':230878,'name':'strasbourg'}]"
14931,"[{'id':416,'name':'miami'},{'id':6093,'name':'assault'},{'id':9727,'name':'thief'},{'id':155699,'name':'false teeth'},{'id':155700,'name':'charles willeford'}]"
11317,"[{'id':65,'name':'holiday'},{'id':697,'name':'loss of loved one'},{'id':3664,'name':'research'},{'id':4438,'name':'cousin'},{'id':6202,'name':'spring'},{'id':6464,'name':'uncle'},{'id':170487,'name':'essay'}]"
4032,"[{'id':10226,'name':'neighbor'},{'id':170116,'name':'writing class'},{'id':170118,'name':'makeup artist'},{'id':170124,'name':'camper'},{'id':170125,'name':'cosmetologist'},{'id':170130,'name':'tree climbing'},{'id':170141,'name':'tuba'},{'id':240303,'name':'father daughter relationship'}]"
8392,"[{'id':233,'name':'japan'},{'id':380,'name':'sibling relationship'},{'id':456,'name':'mother'},{'id':4908,'name':'leave'},{'id':5331,'name':'village'},{'id':11004,'name':'rural setting'},{'id':11612,'name':'hospital'},{'id':18127,'name':'new neighbor'},{'id':33467,'name':'new home'},{'id':33637,'name':'super power'},{'id':195269,'name':'magical creature'},{'id':209974,'name':'cute'},{'id':210024,'name':'anime'}]"
12232,"[{'id':3888,'name':'giant spider'},{'id':4290,'name':'toy'},{'id':4391,'name':'wretch'},{'id':4892,'name':'sultan'},{'id':4895,'name':'flying carpet'},{'id':5894,'name':'bagdad'},{'id':9392,'name':'orient'},{'id':9727,'name':'thief'},{'id':9792,'name':'djinn'},{'id':190536,'name':'genie'},{'id':191012,'name':'arabian nights'},{'id':239734,'name':'magic lamp'},{'id':241980,'name':'turned into animal'}]"
11706,"[{'id':1442,'name':'winter'},{'id':2139,'name':'russia'},{'id':4381,'name':'napoleon'},{'id':6038,'name':'marriage'},{'id':6091,'name':'war'},{'id':18035,'name':'family'},{'id':33384,'name':'napoleonic wars'},{'id':168418,'name':'pistol duel'},{'id':220265,'name':'napoleon bonaparte'}]"
26946,"[{'id':2041,'name':'island'},{'id':9970,'name':'crab'},{'id':10183,'name':'independent film'},{'id':10792,'name':'marooned'},{'id':11034,'name':'b movie'},{'id':11181,'name':'decapitation'},{'id':14760,'name':'scientist'},{'id':191519,'name':'scientist hero'},{'id':196983,'name':'underground cavern'},{'id':223089,'name':'giant crab'},{'id':239356,'name':'scientist heroine'},{'id':239357,'name':'radiation-created monster'},{'id':239358,'name':'weapons-resistant shell'}]"
16938,"[{'id':1442,'name':'winter'},{'id':9826,'name':'murder'},{'id':12339,'name':'slasher'},{'id':175514,'name':'prank telephone call'},{'id':186466,'name':'christmas horror'},{'id':194236,'name':'sorority house'},{'id':207299,'name':'obscene telephone call'},{'id':207317,'name':'christmas'}]"
4561,"[{'id':1664,'name':'eroticism'},{'id':5103,'name':'subjection'},{'id':6373,'name':'sadomasochism'},{'id':158713,'name':'bdsm'}]"
16993,"[{'id':387,'name':'california'},{'id':396,'name':'transporter'},{'id':2792,'name':'boxer'},{'id':4487,'name':'boxing match'},{'id':6075,'name':'sport'},{'id':7464,'name':'alcoholism'},{'id':155453,'name':'gritty'},{'id':155464,'name':'over-the-hill fighter'},{'id':207268,'name':'neo-noir'}]"
21332,[]
640,"[{'id':1812,'name':'fbi'},{'id':3202,'name':'con man'},{'id':5565,'name':'biography'},{'id':9672,'name':'based on a true story'},{'id':177465,'name':'attempted jailbreak'},{'id':177473,'name':'engagement party'},{'id':177482,'name':'mislaid trust'},{'id':214810,'name':'bank fraud'},{'id':231069,'name':'inspired by a true story'}]"
10599,"[{'id':131,'name':'italy'},{'id':2251,'name':'lie'},{'id':2720,'name':'woodcutter'},{'id':5560,'name':'nose'},{'id':6300,'name':'puppet'},{'id':158726,'name':'wooden'}]"
1574,"[{'id':520,'name':'chicago'},{'id':4344,'name':'musical'},{'id':9890,'name':'jail'},{'id':10181,'name':'based on play or musical'},{'id':10909,'name':'lawyer'},{'id':165675,'name':'prison matron'},{'id':165676,'name':'jazz age'},{'id':207876,'name':'1920s'}]"
590,"[{'id':212,'name':'london'},{'id':236,'name':'suicide'},{'id':237,'name':'gay'},{'id':496,'name':'poetry'},{'id':740,'name':'aids'},{'id':793,'name':'drowning'},{'id':818,'name':'based on novel or book'},{'id':894,'name':'depression'},{'id':1526,'name':'home'},{'id':1587,'name':'way of life'},{'id':1824,'name':'self-destruction'},{'id':2065,'name':'province'},{'id':2132,'name':'literature'},{'id':2386,'name':'empowerment'},{'id':2755,'name':'country life'},{'id':2783,'name':'family's daily life'},{'id':2875,'name':'sense of life'},{'id':2981,'name':'homelessness'},{'id':2982,'name':'leaving one's family'},{'id':6262,'name':'delusion'}]"
13560,"[{'id':1326,'name':'infidelity'},{'id':9701,'name':'controversy'}]"
29339,[]
423,"[{'id':836,'name':'resistance'},{'id':1739,'name':'holocaust'},{'id':1899,'name':'hunger'},{'id':1956,'name':'world war ii'},{'id':1968,'name':'prisoner of war'},{'id':2156,'name':'homeland'},{'id':2394,'name':'ghetto'},{'id':2428,'name':'deportation'},{'id':2430,'name':'hiding place'},{'id':2433,'name':'jew persecution'},{'id':2434,'name':'liberation'},{'id':2435,'name':'warsaw ghetto'},{'id':2436,'name':'polish resistance'},{'id':2652,'name':'nazi'},{'id':5565,'name':'biography'},{'id':6029,'name':'concert'},{'id':10349,'name':'survival'},{'id':14641,'name':'based on memoir or autobiography'},{'id':14743,'name':'pianist'},{'id':21747,'name':'poland'}]"
16225,"[{'id':572,'name':'sex'},{'id':3801,'name':'space travel'},{'id':9712,'name':'possession'},{'id':11237,'name':'rotoscoping'},{'id':11322,'name':'female protagonist'},{'id':14687,'name':'extreme violence'},{'id':15085,'name':'splatter'},{'id':34117,'name':'cult film'},{'id':40850,'name':'destiny'},{'id':156039,'name':'space station'},{'id':161914,'name':'dark heroine'},{'id':161919,'name':'adult animation'},{'id':187028,'name':'gatling gun'}]"
262,"[{'id':378,'name':'prison'},{'id':837,'name':'show business'},{'id':1491,'name':'entertainer'},{'id':1812,'name':'fbi'},{'id':1936,'name':'blackmail'},{'id':4740,'name':'public'},{'id':5321,'name':'studio'},{'id':33809,'name':'receptionist'}]"
15395,"[{'id':236,'name':'suicide'},{'id':725,'name':'lovesickness'},{'id':726,'name':'drug abuse'},{'id':1647,'name':'sadness'},{'id':2797,'name':'mother-in-law'},{'id':10565,'name':'model airplane'}]"
4912,"[{'id':4688,'name':'microfilm'},{'id':5565,'name':'biography'},{'id':18107,'name':'silencer'},{'id':34038,'name':'intrigue'}]"
23626,"[{'id':9716,'name':'stand-up comedy'},{'id':10250,'name':'redneck'}]"
12090,"[{'id':110,'name':'venice, italy'},{'id':254,'name':'france'},{'id':378,'name':'prison'},{'id':657,'name':'fire'},{'id':1295,'name':'europe'},{'id':2587,'name':'married couple'},{'id':2676,'name':'honeymoon'},{'id':3098,'name':'castle'},{'id':3455,'name':'just married'},{'id':3899,'name':'chewing gum'},{'id':6038,'name':'marriage'},{'id':6149,'name':'police'},{'id':6876,'name':'vacation'}]"
36273,"[{'id':983,'name':'brazilian'},{'id':1449,'name':'underworld'}]"
9582,"[{'id':1326,'name':'infidelity'},{'id':1338,'name':'bachelor'},{'id':1936,'name':'blackmail'},{'id':2486,'name':'fantasy'},{'id':6256,'name':'truth'},{'id':8508,'name':'party'},{'id':9468,'name':'liar'},{'id':9713,'name':'friends'},{'id':12541,'name':'misunderstanding'},{'id':13027,'name':'wedding'},{'id':208764,'name':'fiancée'}]"
10628,"[{'id':1322,'name':'money delivery'},{'id':5090,'name':'fool'},{'id':5657,'name':'australia'},{'id':160488,'name':'hoodlum'},{'id':208662,'name':'kangaroo'}]"
11078,"[{'id':3016,'name':'security camera'},{'id':3852,'name':'safety'},{'id':5060,'name':'patrol'},{'id':11933,'name':'conflict'},{'id':40957,'name':'police academy'},{'id':41180,'name':'security guard'},{'id':221412,'name':'colleague'}]"
598,"[{'id':542,'name':'street gang'},{'id':1003,'name':'photographer'},{'id':1161,'name':'brazil'},{'id':1809,'name':'rio de janeiro'},{'id':2394,'name':'ghetto'},{'id':2987,'name':'gang war'},{'id':10683,'name':'coming of age'},{'id':187056,'name':'woman director'}]"
43886,"[{'id':1415,'name':'small town'},{'id':2382,'name':'flower'},{'id':12997,'name':'dinner'}]"
11222,"[{'id':90,'name':'paris france'},{'id':2708,'name':'hitman'},{'id':3152,'name':'planned murder'},{'id':3737,'name':'dying and death'},{'id':6054,'name':'friendship'},{'id':8097,'name':'leukemia'}]"
13199,"[{'id':2400,'name':'juvenile prison'},{'id':9890,'name':'jail'},{'id':10211,'name':'east los angeles'},{'id':10700,'name':'hood'},{'id':10726,'name':'gang'},{'id':12425,'name':'racism'},{'id':14819,'name':'violence'},{'id':164253,'name':'mexican american'},{'id':206319,'name':'lowrider'}]"
8073,"[{'id':642,'name':'robbery'},{'id':2966,'name':'louvre'},{'id':7439,'name':'woman between two men'},{'id':7972,'name':'bastille'},{'id':155518,'name':'nouvelle vague'}]"
15278,"[{'id':897,'name':'rap music'},{'id':898,'name':'hip-hop'},{'id':2564,'name':'wheelchair'},{'id':5135,'name':'jeep'},{'id':8201,'name':'satire'},{'id':10123,'name':'dark comedy'},{'id':11243,'name':'african american'},{'id':11931,'name':'spoof'},{'id':187056,'name':'woman director'}]"
14667,"[{'id':582,'name':'san francisco'},{'id':2957,'name':'vietnam war'},{'id':9673,'name':'love'},{'id':158780,'name':'u.s. marine'},{'id':187056,'name':'woman director'},{'id':208992,'name':'1960s'}]"
15734,"[{'id':1316,'name':'captain'},{'id':163526,'name':'charter boat'}]"
34148,"[{'id':18035,'name':'family'},{'id':176227,'name':'motherhood'}]"
53027,"[{'id':248,'name':'date'},{'id':10183,'name':'independent film'},{'id':10226,'name':'neighbor'},{'id':10325,'name':'mistaken identity'},{'id':222174,'name':'girl next door'}]"
26252,"[{'id':5159,'name':'tourist'},{'id':5439,'name':'inspector'},{'id':6044,'name':'promise'},{'id':10718,'name':'fugitive'},{'id':156123,'name':'algiers'},{'id':170444,'name':'wanted man'},{'id':187203,'name':'casbah'}]"
24742,"[{'id':3452,'name':'love letter'},{'id':13088,'name':'summer'},{'id':13130,'name':'teenager'},{'id':14714,'name':'summer vacation'},{'id':155722,'name':'teen comedy'},{'id':171612,'name':'secret admirer'}]"
5968,"[{'id':582,'name':'san francisco'},{'id':596,'name':'adultery'},{'id':1326,'name':'infidelity'},{'id':1523,'name':'obsession'},{'id':165317,'name':'based on movie'},{'id':168750,'name':'advertising executive'},{'id':183185,'name':'red dress'}]"
10727,"[{'id':616,'name':'witch'},{'id':697,'name':'loss of loved one'},{'id':1415,'name':'small town'},{'id':2122,'name':'death penalty'},{'id':4079,'name':'lighthouse'},{'id':13001,'name':'cowardliness'},{'id':13153,'name':'spirit'},{'id':177894,'name':'witch hunt'}]"
9045,"[{'id':716,'name':'vatican'},{'id':717,'name':'pope'},{'id':1631,'name':'concentration camp'},{'id':1739,'name':'holocaust'},{'id':1799,'name':'schutzstaffel'},{'id':2652,'name':'nazi'},{'id':11064,'name':'nazi germany'},{'id':13005,'name':'doctor'},{'id':33674,'name':'conscience'},{'id':161207,'name':'catholicism'},{'id':206662,'name':'euthanasia'}]"
9082,"[{'id':1443,'name':'clerk'},{'id':2652,'name':'nazi'},{'id':2722,'name':'subjectivity'},{'id':4434,'name':'interview'},{'id':11064,'name':'nazi germany'},{'id':188293,'name':'remembrance'}]"
80965,[]
61807,"[{'id':818,'name':'based on novel or book'},{'id':1700,'name':'massachusetts'},{'id':10093,'name':'priest'}]"
7514,"[{'id':635,'name':'disc jockey'},{'id':2409,'name':'church choir'},{'id':3266,'name':'jamaica'},{'id':4307,'name':'reggae'},{'id':4637,'name':'parish'},{'id':4741,'name':'recording contract'},{'id':4746,'name':'record producer'},{'id':5716,'name':'record label'},{'id':6026,'name':'film and cinema'},{'id':6027,'name':'music'},{'id':9826,'name':'murder'},{'id':10776,'name':'marijuana'},{'id':11487,'name':'midnight movie'},{'id':14964,'name':'drugs'}]"
39349,"[{'id':5301,'name':'brother'},{'id':10391,'name':'mafia'},{'id':14964,'name':'drugs'},{'id':189920,'name':'harlem'}]"
12253,"[{'id':697,'name':'loss of loved one'},{'id':970,'name':'parent child relationship'},{'id':6951,'name':'biker'},{'id':9571,'name':'motor sport'},{'id':10726,'name':'gang'},{'id':14735,'name':'motorcycle'}]"
9358,"[{'id':1546,'name':'ambulance'},{'id':10170,'name':'premonition'},{'id':11612,'name':'hospital'}]"
1647,"[{'id':470,'name':'spy'},{'id':591,'name':'cia'},{'id':34094,'name':'extramarital affair'}]"
9027,"[{'id':572,'name':'sex'},{'id':958,'name':'indian lead'},{'id':1342,'name':'dancing master'},{'id':1605,'name':'new love'},{'id':2727,'name':'porn actor'},{'id':8616,'name':'guru'},{'id':13027,'name':'wedding'},{'id':170827,'name':'sex comedy'},{'id':187056,'name':'woman director'}]"
21189,"[{'id':14530,'name':'director'},{'id':186776,'name':'don quixote'}]"
10894,"[{'id':2467,'name':'difficult childhood'},{'id':9826,'name':'murder'},{'id':9957,'name':'loneliness'},{'id':157314,'name':'psychological horror'},{'id':209027,'name':'artificial'}]"
28528,"[{'id':156501,'name':'pride'},{'id':162333,'name':'tall man'},{'id':187292,'name':'fixed fight'},{'id':187293,'name':'corrupt system'},{'id':187294,'name':'press agent'},{'id':187295,'name':'broken jaw'}]"
12490,"[{'id':3246,'name':'prosecution'},{'id':3882,'name':'gang of thieves'},{'id':5918,'name':'painting'},{'id':6168,'name':'master thief'},{'id':15090,'name':'police officer'},{'id':18035,'name':'family'},{'id':34094,'name':'extramarital affair'}]"
15802,"[{'id':233,'name':'japan'},{'id':549,'name':'prostitute'},{'id':572,'name':'sex'},{'id':1632,'name':'opium'},{'id':1794,'name':'yakuza'},{'id':6373,'name':'sadomasochism'},{'id':14964,'name':'drugs'},{'id':158713,'name':'bdsm'},{'id':190370,'name':'erotic movie'}]"
10724,"[{'id':334,'name':'flying'},{'id':818,'name':'based on novel or book'},{'id':3203,'name':'pilot'},{'id':3278,'name':'kgb'},{'id':3773,'name':'kampfjet'},{'id':3864,'name':'false identity'},{'id':6093,'name':'assault'},{'id':9878,'name':'fighter jet'},{'id':9937,'name':'suspense'}]"
37191,"[{'id':155727,'name':'mike hammer'}]"
81001,"[{'id':9840,'name':'romance'},{'id':10224,'name':'haunting'},{'id':162846,'name':'ghost'}]"
10150,"[{'id':2038,'name':'love of one's life'},{'id':2343,'name':'magic'},{'id':2594,'name':'magic show'},{'id':3071,'name':'prince'},{'id':3873,'name':'sorcerer's apprentice'},{'id':4158,'name':'enchantment'},{'id':163227,'name':'unicorn'}]"
16407,"[{'id':478,'name':'china'},{'id':779,'name':'martial arts'},{'id':11836,'name':'contest'}]"
8288,"[{'id':1655,'name':'country house'},{'id':1992,'name':'professor'},{'id':4183,'name':'wife'},{'id':4663,'name':'lovers'},{'id':9585,'name':'makler'},{'id':13005,'name':'doctor'},{'id':13088,'name':'summer'}]"
15600,"[{'id':417,'name':'corruption'},{'id':736,'name':'journalist'},{'id':6285,'name':'coup d'etat'},{'id':6460,'name':'chile'},{'id':10941,'name':'disappearance'},{'id':18266,'name':'south america'},{'id':162365,'name':'military'}]"
11949,"[{'id':4344,'name':'musical'},{'id':6027,'name':'music'},{'id':6029,'name':'concert'},{'id':6731,'name':'british'},{'id':8708,'name':'sketch'},{'id':10610,'name':'live'},{'id':161817,'name':'monty python'},{'id':236316,'name':'anarchic comedy'}]"
42130,[]
23942,"[{'id':9673,'name':'love'},{'id':10685,'name':'escape'},{'id':13130,'name':'teenager'},{'id':18034,'name':'desert'},{'id':162706,'name':'temptation'}]"
25872,"[{'id':4344,'name':'musical'},{'id':9755,'name':'parody'},{'id':12988,'name':'pirate'}]"
14645,"[{'id':207317,'name':'christmas'}]"
21923,"[{'id':33731,'name':'stand-up comedian'},{'id':173339,'name':'laughter'}]"
1563,"[{'id':10183,'name':'independent film'}]"
17132,"[{'id':708,'name':'runaway'},{'id':1336,'name':'ransom'},{'id':1930,'name':'kidnapping'},{'id':2233,'name':'neglect'},{'id':6083,'name':'politician'},{'id':6149,'name':'police'},{'id':7118,'name':'escaped convict'}]"
59533,[]
29702,"[{'id':588,'name':'rome italy'},{'id':12570,'name':'whodunit'},{'id':189921,'name':'video nasty'}]"
24830,"[{'id':779,'name':'martial arts'},{'id':14941,'name':'martial artist'},{'id':155807,'name':'bruce lee'},{'id':250944,'name':'kung foo'}]"
9699,"[{'id':642,'name':'robbery'},{'id':703,'name':'detective'},{'id':1384,'name':'diamond'},{'id':3800,'name':'airplane'},{'id':5439,'name':'inspector'},{'id':6149,'name':'police'},{'id':18118,'name':'disguise'}]"
30789,"[{'id':212,'name':'london'},{'id':949,'name':'terrorist'},{'id':1585,'name':'snake'},{'id':18083,'name':'attempted robbery'}]"
47955,"[{'id':567,'name':'alcohol'},{'id':818,'name':'based on novel or book'},{'id':1437,'name':'burglar'},{'id':1482,'name':'trainer'},{'id':6149,'name':'police'},{'id':7856,'name':'racist'},{'id':9215,'name':'black'},{'id':9826,'name':'murder'},{'id':9859,'name':'controversial'},{'id':10563,'name':'attack'},{'id':11221,'name':'blood'},{'id':12396,'name':'hollywood'},{'id':14819,'name':'violence'},{'id':15162,'name':'dog'},{'id':41509,'name':'hate'},{'id':155781,'name':'trailer'},{'id':203586,'name':'vicious'},{'id':203593,'name':'canine'}]"
23943,"[{'id':1706,'name':'experiment'},{'id':5086,'name':'telekinesis'},{'id':5801,'name':'nerd'},{'id':6270,'name':'high school'},{'id':9755,'name':'parody'},{'id':10124,'name':'laboratory'},{'id':170827,'name':'sex comedy'}]"
9919,"[{'id':242,'name':'new york'},{'id':622,'name':'bet'},{'id':736,'name':'journalist'},{'id':2726,'name':'therapist'},{'id':5920,'name':'advertising expert'},{'id':14534,'name':'relationship'}]"
6038,"[{'id':212,'name':'london'},{'id':957,'name':'indian territory'},{'id':2280,'name':'emperor'},{'id':9748,'name':'revenge'},{'id':9826,'name':'murder'},{'id':11715,'name':'arrow'},{'id':179431,'name':'duringcreditsstinger'},{'id':228690,'name':'imperial seal'}]"
9480,"[{'id':1741,'name':'blindness and impaired vision'},{'id':2398,'name':'narration'},{'id':9715,'name':'superhero'},{'id':9717,'name':'based on comic'},{'id':40869,'name':'daredevil'},{'id':175186,'name':'hazardous waste'},{'id':175208,'name':'mob hit'},{'id':179431,'name':'duringcreditsstinger'}]"
14873,"[{'id':1261,'name':'river'},{'id':4344,'name':'musical'},{'id':4809,'name':'tiger'},{'id':5331,'name':'village'},{'id':5650,'name':'feral child'},{'id':9663,'name':'sequel'},{'id':10468,'name':'bear'},{'id':10787,'name':'jungle'},{'id':13014,'name':'orphan'},{'id':44451,'name':'lost'}]"
13132,"[{'id':531,'name':'southern usa'},{'id':1415,'name':'small town'},{'id':2389,'name':'virgin'},{'id':3199,'name':'clown'},{'id':5922,'name':'north carolina'},{'id':9094,'name':'womanizer'},{'id':10183,'name':'independent film'},{'id':12392,'name':'best friend'}]"
1956,"[{'id':1333,'name':'desperation'},{'id':3306,'name':'highway'},{'id':3593,'name':'wilderness'},{'id':5930,'name':'getting lost'},{'id':6054,'name':'friendship'},{'id':12392,'name':'best friend'},{'id':18034,'name':'desert'},{'id':225061,'name':'friend'}]"
12112,"[{'id':1157,'name':'wife husband relationship'},{'id':6255,'name':'insanity'},{'id':9826,'name':'murder'},{'id':13005,'name':'doctor'},{'id':159278,'name':'obsessive love'},{'id':187056,'name':'woman director'}]"
12139,"[{'id':2604,'name':'babysitter'}]"
24883,"[{'id':1629,'name':'morocco'},{'id':2673,'name':'horse'},{'id':6377,'name':'sheik'},{'id':9663,'name':'sequel'},{'id':15101,'name':'based on children's book'},{'id':18034,'name':'desert'}]"
17264,"[{'id':383,'name':'poker'},{'id':2580,'name':'shipwreck'},{'id':2673,'name':'horse'},{'id':3875,'name':'barn'},{'id':4613,'name':'training'},{'id':5202,'name':'boy'},{'id':6075,'name':'sport'},{'id':10084,'name':'rescue'},{'id':10349,'name':'survival'},{'id':15101,'name':'based on children's book'},{'id':154867,'name':'jockey'},{'id':155746,'name':'deserted island'},{'id':155759,'name':'horse racing'},{'id':180230,'name':'stallion'}]"
33364,"[{'id':549,'name':'prostitute'},{'id':1158,'name':'grandparent grandchild relationship'},{'id':6054,'name':'friendship'},{'id':10481,'name':'tension'},{'id':12425,'name':'racism'},{'id':14798,'name':'park'},{'id':14873,'name':'tenement'},{'id':33768,'name':'blind'},{'id':164092,'name':'blindness'},{'id':170333,'name':'innocence lost'},{'id':207691,'name':'abuse'}]"
59401,"[{'id':393,'name':'civil war'}]"
22233,"[{'id':3451,'name':'housewife'},{'id':194780,'name':'family man'}]"
4952,"[{'id':6103,'name':'telephone'},{'id':9673,'name':'love'},{'id':14733,'name':'texan'},{'id':33626,'name':'millionaire'},{'id':208593,'name':'interior decorator'}]"
991,"[{'id':1603,'name':'extraterrestrial technology'},{'id':4565,'name':'dystopia'},{'id':4862,'name':'alien life-form'},{'id':34117,'name':'cult film'}]"
4911,"[{'id':417,'name':'corruption'},{'id':796,'name':'police brutality'},{'id':2187,'name':'riot'},{'id':2394,'name':'ghetto'},{'id':3261,'name':'street war'},{'id':3607,'name':'hold-up robbery'},{'id':4690,'name':'moral conflict'},{'id':5422,'name':'special unit'},{'id':7477,'name':'police everyday life'},{'id':8233,'name':'cops'},{'id':12670,'name':'los angeles'},{'id':18035,'name':'family'}]"
16072,"[{'id':6091,'name':'war'},{'id':14643,'name':'battle'},{'id':160201,'name':'union soldier'},{'id':166464,'name':'confederate soldier'},{'id':179585,'name':'american civil war'},{'id':185728,'name':'secession'}]"
11615,"[{'id':378,'name':'prison'},{'id':736,'name':'journalist'},{'id':1556,'name':'texas'},{'id':1992,'name':'professor'},{'id':2122,'name':'death penalty'},{'id':2501,'name':'death row'},{'id':4434,'name':'interview'},{'id':9826,'name':'murder'},{'id':12193,'name':'reporter'},{'id':174420,'name':'intern'},{'id':197521,'name':'innocent'},{'id':208647,'name':'activist'}]"
11635,"[{'id':171134,'name':'sex doll'},{'id':171143,'name':'streaking'},{'id':171150,'name':'mouth to mouth resuscitation'}]"
102,"[{'id':30,'name':'individual'},{'id':509,'name':'denmark'},{'id':856,'name':'paraplegic'},{'id':978,'name':'broken engagement'},{'id':1333,'name':'desperation'},{'id':1334,'name':'wedding vows'},{'id':1335,'name':'sense of guilt'},{'id':3817,'name':'chance'},{'id':7879,'name':'secret love'},{'id':9844,'name':'car crash'},{'id':11612,'name':'hospital'},{'id':12996,'name':'dogme 95'},{'id':14534,'name':'relationship'},{'id':15160,'name':'divorce'},{'id':34094,'name':'extramarital affair'},{'id':158558,'name':'disabled'},{'id':187056,'name':'woman director'}]"
14293,"[{'id':1356,'name':'pool billiards'},{'id':2348,'name':'hustler'},{'id':10183,'name':'independent film'}]"
105024,[]
10623,"[{'id':642,'name':'robbery'},{'id':1384,'name':'diamond'},{'id':2051,'name':'intelligence'},{'id':2492,'name':'bank robber'},{'id':9727,'name':'thief'},{'id':15363,'name':'bank robbery'},{'id':33672,'name':'financial transactions'},{'id':160488,'name':'hoodlum'}]"
9613,"[{'id':212,'name':'london'},{'id':1328,'name':'secret'},{'id':2884,'name':'asylum'},{'id':5707,'name':'childhood trauma'},{'id':5832,'name':'bed and breakfast place'},{'id':6162,'name':'past'},{'id':6259,'name':'psychopath'},{'id':155479,'name':'british pub'},{'id':173719,'name':'haunted by the past'},{'id':224625,'name':'halfway house'}]"
21867,"[{'id':7537,'name':'tudors'},{'id':159845,'name':'tuberculosis'},{'id':208244,'name':'16th century'},{'id':220649,'name':'british monarchy'}]"
49680,"[{'id':536,'name':'israel'},{'id':218042,'name':'minority'}]"
